age,balance,campaign,cons.conf.idx,cons.price.idx,contact,data_source,day,day_of_week,default,duration,education,emp.var.rate,euribor3m,housing,job,loan,marital,month,nr.employed,pdays,poutcome,previous,y,contact_frequency,previous_campaign_success,age_group,has_economic_data,duration_category
32,,3,-36.1,93.444,cellular,bank-additional,,tue,no,168,university.degree,1.4,4.968,yes,technician,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,short
52,,2,-36.1,93.444,cellular,bank-additional,,tue,no,683,basic.6y,1.4,4.968,yes,services,no,divorced,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,long
31,,1,-36.1,93.444,cellular,bank-additional,,tue,no,176,professional.course,1.4,4.968,yes,technician,no,single,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
50,,2,-36.1,93.444,cellular,bank-additional,,tue,unknown,66,basic.4y,1.4,4.968,yes,blue-collar,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
31,,1,-36.1,93.444,cellular,bank-additional,,tue,no,935,professional.course,1.4,4.968,yes,technician,no,single,aug,5228.1,999,nonexistent,0,yes,first_contact,no_previous_contact,adult,1,long
45,,2,-36.1,93.444,cellular,bank-additional,,tue,unknown,320,professional.course,1.4,4.968,no,technician,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,long
43,,1,-36.1,93.444,cellular,bank-additional,,tue,no,165,professional.course,1.4,4.968,no,technician,no,single,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
49,,1,-36.1,93.444,cellular,bank-additional,,tue,unknown,241,high.school,1.4,4.968,no,services,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,medium
35,,2,-36.1,93.444,cellular,bank-additional,,tue,no,199,university.degree,1.4,4.968,no,admin.,no,single,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,medium
52,,1,-36.1,93.444,cellular,bank-additional,,tue,unknown,622,professional.course,1.4,4.968,yes,technician,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,long
49,,2,-36.1,93.444,cellular,bank-additional,,tue,no,158,high.school,1.4,4.968,yes,services,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
43,,3,-36.1,93.444,cellular,bank-additional,,tue,no,531,university.degree,1.4,4.968,yes,admin.,no,married,aug,5228.1,999,nonexistent,0,yes,low,no_previous_contact,middle_aged,1,long
42,,2,-36.1,93.444,cellular,bank-additional,,tue,no,141,university.degree,1.4,4.968,yes,technician,no,divorced,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
49,,2,-36.1,93.444,cellular,bank-additional,,tue,no,414,university.degree,1.4,4.968,no,admin.,yes,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,long
38,,2,-36.1,93.444,cellular,bank-additional,,tue,no,339,university.degree,1.4,4.968,yes,admin.,no,divorced,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,long
42,,2,-36.1,93.444,cellular,bank-additional,,tue,no,68,university.degree,1.4,4.968,no,admin.,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
46,,2,-36.1,93.444,cellular,bank-additional,,tue,unknown,123,university.degree,1.4,4.968,no,admin.,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
41,,2,-36.1,93.444,cellular,bank-additional,,tue,no,766,university.degree,1.4,4.968,no,admin.,no,married,aug,5228.1,999,nonexistent,0,yes,low,no_previous_contact,middle_aged,1,long
41,,3,-36.1,93.444,cellular,bank-additional,,tue,no,27,university.degree,1.4,4.968,yes,technician,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,very_short
37,,2,-36.1,93.444,cellular,bank-additional,,tue,no,85,university.degree,1.4,4.968,no,admin.,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,short
33,,2,-36.1,93.444,cellular,bank-additional,,tue,unknown,229,unknown,1.4,4.968,yes,unknown,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,medium
36,,2,-36.1,93.444,cellular,bank-additional,,tue,no,112,university.degree,1.4,4.968,yes,admin.,no,divorced,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,short
46,,2,-36.1,93.444,cellular,bank-additional,,tue,no,704,basic.9y,1.4,4.968,yes,blue-collar,yes,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,long
37,,1,-36.1,93.444,cellular,bank-additional,,tue,no,104,university.degree,1.4,4.968,no,management,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
37,,1,-36.1,93.444,cellular,bank-additional,,tue,no,409,university.degree,1.4,4.968,yes,management,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,long
53,,1,-36.1,93.444,cellular,bank-additional,,tue,unknown,106,basic.4y,1.4,4.968,yes,blue-collar,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
42,,2,-36.1,93.444,cellular,bank-additional,,tue,no,1311,university.degree,1.4,4.968,yes,admin.,no,married,aug,5228.1,999,nonexistent,0,yes,low,no_previous_contact,middle_aged,1,long
37,,1,-36.1,93.444,cellular,bank-additional,,tue,no,223,professional.course,1.4,4.968,no,admin.,no,single,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,medium
46,,2,-36.1,93.444,cellular,bank-additional,,tue,no,166,professional.course,1.4,4.968,no,technician,yes,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
58,,1,-36.1,93.444,cellular,bank-additional,,tue,unknown,287,professional.course,1.4,4.968,no,technician,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,pre_retirement,1,medium
35,,4,-36.1,93.444,cellular,bank-additional,,tue,no,109,professional.course,1.4,4.968,yes,technician,no,single,aug,5228.1,999,nonexistent,0,no,medium,no_previous_contact,adult,1,short
32,,1,-36.1,93.444,cellular,bank-additional,,tue,no,291,professional.course,1.4,4.968,yes,housemaid,yes,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,medium
39,,1,-36.1,93.444,cellular,bank-additional,,tue,unknown,307,university.degree,1.4,4.968,no,unemployed,no,divorced,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,long
40,,1,-36.1,93.444,cellular,bank-additional,,tue,no,451,professional.course,1.4,4.968,no,technician,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,long
32,,4,-36.1,93.444,cellular,bank-additional,,tue,no,33,university.degree,1.4,4.968,yes,unemployed,no,married,aug,5228.1,999,nonexistent,0,no,medium,no_previous_contact,adult,1,very_short
45,,1,-36.1,93.444,cellular,bank-additional,,tue,unknown,239,university.degree,1.4,4.968,no,admin.,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,medium
57,,2,-36.1,93.444,cellular,bank-additional,,tue,no,318,unknown,1.4,4.968,no,housemaid,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,pre_retirement,1,long
42,,2,-36.1,93.444,cellular,bank-additional,,tue,no,101,university.degree,1.4,4.968,no,admin.,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
52,,1,-36.1,93.444,cellular,bank-additional,,tue,no,80,high.school,1.4,4.968,no,admin.,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
44,,1,-36.1,93.444,cellular,bank-additional,,tue,unknown,117,university.degree,1.4,4.968,no,technician,no,divorced,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
49,,2,-36.1,93.444,cellular,bank-additional,,tue,no,193,high.school,1.4,4.968,no,blue-collar,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,medium
36,,1,-36.1,93.444,cellular,bank-additional,,tue,no,153,basic.9y,1.4,4.968,no,self-employed,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
51,,2,-36.1,93.444,cellular,bank-additional,,tue,no,132,basic.4y,1.4,4.968,no,blue-collar,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
49,,1,-36.1,93.444,cellular,bank-additional,,tue,no,203,high.school,1.4,4.968,no,services,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,medium
49,,1,-36.1,93.444,cellular,bank-additional,,tue,no,344,high.school,1.4,4.968,no,services,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,long
49,,1,-36.1,93.444,cellular,bank-additional,,tue,no,197,high.school,1.4,4.968,yes,services,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,medium
50,,2,-36.1,93.444,telephone,bank-additional,,tue,unknown,112,basic.4y,1.4,4.968,no,self-employed,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
35,,3,-36.1,93.444,cellular,bank-additional,,tue,no,101,professional.course,1.4,4.968,no,technician,no,divorced,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,short
43,,1,-36.1,93.444,cellular,bank-additional,,tue,unknown,1332,university.degree,1.4,4.968,yes,admin.,no,married,aug,5228.1,999,nonexistent,0,yes,first_contact,no_previous_contact,middle_aged,1,long
54,,3,-36.1,93.444,cellular,bank-additional,,tue,no,155,university.degree,1.4,4.968,no,technician,no,divorced,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
40,,2,-36.1,93.444,cellular,bank-additional,,tue,no,618,university.degree,1.4,4.968,no,admin.,no,married,aug,5228.1,999,nonexistent,0,yes,low,no_previous_contact,middle_aged,1,long
30,,2,-36.1,93.444,cellular,bank-additional,,tue,no,1110,university.degree,1.4,4.968,no,admin.,no,single,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,long
40,,3,-36.1,93.444,cellular,bank-additional,,tue,no,445,university.degree,1.4,4.968,no,admin.,yes,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,long
45,,2,-36.1,93.444,cellular,bank-additional,,tue,unknown,504,professional.course,1.4,4.968,yes,technician,yes,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,long
35,,3,-36.1,93.444,cellular,bank-additional,,tue,no,385,university.degree,1.4,4.968,yes,admin.,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,long
52,,2,-36.1,93.444,cellular,bank-additional,,tue,no,425,professional.course,1.4,4.968,yes,technician,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,long
38,,2,-36.1,93.444,cellular,bank-additional,,tue,no,134,high.school,1.4,4.968,no,technician,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,short
43,,2,-36.1,93.444,cellular,bank-additional,,tue,no,56,professional.course,1.4,4.968,no,entrepreneur,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,very_short
35,,3,-36.1,93.444,cellular,bank-additional,,tue,no,121,high.school,1.4,4.968,no,technician,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,short
41,,3,-36.1,93.444,cellular,bank-additional,,tue,no,214,unknown,1.4,4.968,yes,unknown,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,medium
30,,4,-36.1,93.444,cellular,bank-additional,,tue,no,129,university.degree,1.4,4.968,no,admin.,yes,married,aug,5228.1,999,nonexistent,0,no,medium,no_previous_contact,adult,1,short
35,,3,-36.1,93.444,cellular,bank-additional,,tue,no,146,university.degree,1.4,4.968,yes,admin.,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,short
37,,2,-36.1,93.444,cellular,bank-additional,,tue,no,211,university.degree,1.4,4.968,yes,admin.,yes,divorced,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,medium
35,,2,-36.1,93.444,cellular,bank-additional,,tue,no,513,professional.course,1.4,4.968,no,technician,no,single,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,long
45,,3,-36.1,93.444,cellular,bank-additional,,tue,unknown,371,unknown,1.4,4.968,no,blue-collar,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,long
32,,3,-36.1,93.444,cellular,bank-additional,,tue,no,419,university.degree,1.4,4.968,yes,admin.,no,single,aug,5228.1,999,nonexistent,0,yes,low,no_previous_contact,adult,1,long
37,,2,-36.1,93.444,cellular,bank-additional,,tue,no,210,university.degree,1.4,4.968,yes,admin.,yes,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,medium
46,,2,-36.1,93.444,cellular,bank-additional,,tue,no,459,basic.9y,1.4,4.968,yes,housemaid,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,long
37,,2,-36.1,93.444,cellular,bank-additional,,tue,no,263,university.degree,1.4,4.968,yes,management,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,medium
35,,2,-36.1,93.444,cellular,bank-additional,,tue,no,332,university.degree,1.4,4.968,no,admin.,no,single,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,long
34,,4,-36.1,93.444,cellular,bank-additional,,tue,no,150,professional.course,1.4,4.968,no,blue-collar,yes,married,aug,5228.1,999,nonexistent,0,no,medium,no_previous_contact,adult,1,short
52,,2,-36.1,93.444,cellular,bank-additional,,tue,unknown,131,professional.course,1.4,4.968,no,technician,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
34,,2,-36.1,93.444,cellular,bank-additional,,tue,unknown,1227,university.degree,1.4,4.968,no,admin.,no,married,aug,5228.1,999,nonexistent,0,yes,low,no_previous_contact,adult,1,long
51,,2,-36.1,93.444,cellular,bank-additional,,tue,unknown,507,university.degree,1.4,4.968,yes,admin.,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,long
50,,2,-36.1,93.444,cellular,bank-additional,,tue,no,608,university.degree,1.4,4.968,yes,admin.,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,long
38,,2,-36.1,93.444,cellular,bank-additional,,tue,no,295,university.degree,1.4,4.968,yes,housemaid,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,medium
51,,4,-36.1,93.444,cellular,bank-additional,,tue,no,178,high.school,1.4,4.968,no,admin.,no,married,aug,5228.1,999,nonexistent,0,no,medium,no_previous_contact,middle_aged,1,short
51,,2,-36.1,93.444,cellular,bank-additional,,tue,unknown,147,university.degree,1.4,4.968,yes,admin.,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
48,,4,-36.1,93.444,cellular,bank-additional,,tue,unknown,307,basic.4y,1.4,4.968,yes,housemaid,yes,married,aug,5228.1,999,nonexistent,0,no,medium,no_previous_contact,middle_aged,1,long
40,,2,-36.1,93.444,cellular,bank-additional,,tue,no,109,professional.course,1.4,4.968,yes,technician,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
59,,2,-36.1,93.444,cellular,bank-additional,,tue,no,1197,basic.9y,1.4,4.968,yes,blue-collar,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,pre_retirement,1,long
48,,3,-36.1,93.444,cellular,bank-additional,,tue,unknown,1208,university.degree,1.4,4.968,yes,admin.,no,married,aug,5228.1,999,nonexistent,0,yes,low,no_previous_contact,middle_aged,1,long
47,,2,-36.1,93.444,cellular,bank-additional,,tue,unknown,78,basic.6y,1.4,4.968,yes,blue-collar,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
36,,4,-36.1,93.444,cellular,bank-additional,,tue,no,223,university.degree,1.4,4.968,yes,admin.,no,married,aug,5228.1,999,nonexistent,0,no,medium,no_previous_contact,adult,1,medium
48,,2,-36.1,93.444,cellular,bank-additional,,tue,no,996,professional.course,1.4,4.968,yes,blue-collar,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,long
45,,5,-36.1,93.444,cellular,bank-additional,,wed,no,92,basic.4y,1.4,4.967,yes,blue-collar,no,married,aug,5228.1,999,nonexistent,0,no,medium,no_previous_contact,middle_aged,1,short
57,,3,-36.1,93.444,cellular,bank-additional,,wed,no,115,high.school,1.4,4.967,no,retired,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,pre_retirement,1,short
48,,3,-36.1,93.444,cellular,bank-additional,,wed,no,78,professional.course,1.4,4.967,yes,technician,no,divorced,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
44,,5,-36.1,93.444,telephone,bank-additional,,wed,no,116,professional.course,1.4,4.967,yes,self-employed,no,married,aug,5228.1,999,nonexistent,0,no,medium,no_previous_contact,middle_aged,1,short
45,,5,-36.1,93.444,cellular,bank-additional,,wed,no,314,university.degree,1.4,4.967,yes,admin.,no,married,aug,5228.1,999,nonexistent,0,no,medium,no_previous_contact,middle_aged,1,long
53,,5,-36.1,93.444,cellular,bank-additional,,wed,no,384,university.degree,1.4,4.967,no,admin.,no,married,aug,5228.1,999,nonexistent,0,no,medium,no_previous_contact,middle_aged,1,long
33,,3,-36.1,93.444,cellular,bank-additional,,wed,unknown,46,university.degree,1.4,4.967,yes,housemaid,no,single,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,very_short
46,,3,-36.1,93.444,cellular,bank-additional,,wed,unknown,1357,basic.4y,1.4,4.967,yes,blue-collar,no,married,aug,5228.1,999,nonexistent,0,yes,low,no_previous_contact,middle_aged,1,long
44,,2,-36.1,93.444,cellular,bank-additional,,wed,unknown,125,basic.4y,1.4,4.967,yes,admin.,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
44,,2,-36.1,93.444,cellular,bank-additional,,wed,unknown,376,university.degree,1.4,4.967,yes,admin.,yes,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,long
34,,3,-36.1,93.444,cellular,bank-additional,,wed,no,455,university.degree,1.4,4.967,yes,technician,yes,single,aug,5228.1,999,nonexistent,0,yes,low,no_previous_contact,adult,1,long
41,,4,-36.1,93.444,cellular,bank-additional,,wed,no,146,university.degree,1.4,4.967,yes,admin.,no,divorced,aug,5228.1,999,nonexistent,0,no,medium,no_previous_contact,middle_aged,1,short
31,,2,-36.1,93.444,cellular,bank-additional,,wed,no,81,professional.course,1.4,4.967,no,technician,no,single,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,short
36,,2,-36.1,93.444,cellular,bank-additional,,wed,no,205,high.school,1.4,4.967,yes,technician,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,adult,1,medium
46,,1,-36.1,93.444,cellular,bank-additional,,wed,no,192,professional.course,1.4,4.967,yes,blue-collar,no,divorced,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,medium
58,,1,-36.1,93.444,cellular,bank-additional,,wed,unknown,269,university.degree,1.4,4.967,yes,retired,yes,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,pre_retirement,1,medium
53,,1,-36.1,93.444,cellular,bank-additional,,wed,no,406,high.school,1.4,4.967,yes,services,no,married,aug,5228.1,999,nonexistent,0,yes,first_contact,no_previous_contact,middle_aged,1,long
32,,1,-36.1,93.444,cellular,bank-additional,,wed,no,103,professional.course,1.4,4.967,no,technician,no,single,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
58,,3,-36.1,93.444,cellular,bank-additional,,wed,no,84,basic.4y,1.4,4.967,no,housemaid,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,pre_retirement,1,short
46,,1,-36.1,93.444,cellular,bank-additional,,wed,no,175,basic.9y,1.4,4.967,yes,blue-collar,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
37,,2,-36.1,93.444,cellular,bank-additional,,wed,no,902,university.degree,1.4,4.967,no,management,no,married,aug,5228.1,999,nonexistent,0,yes,low,no_previous_contact,adult,1,long
46,,1,-36.1,93.444,cellular,bank-additional,,wed,no,273,university.degree,1.4,4.967,no,admin.,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,medium
31,,1,-36.1,93.444,cellular,bank-additional,,wed,no,92,university.degree,1.4,4.967,no,management,yes,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
31,,1,-36.1,93.444,cellular,bank-additional,,wed,no,347,university.degree,1.4,4.967,no,management,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,long
38,,1,-36.1,93.444,cellular,bank-additional,,wed,no,120,professional.course,1.4,4.967,no,technician,yes,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
45,,1,-36.1,93.444,cellular,bank-additional,,wed,no,80,basic.9y,1.4,4.967,no,self-employed,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
32,,1,-36.1,93.444,cellular,bank-additional,,wed,no,153,professional.course,1.4,4.967,no,technician,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
30,,1,-36.1,93.444,cellular,bank-additional,,wed,no,218,university.degree,1.4,4.967,yes,admin.,no,single,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,medium
32,,1,-36.1,93.444,cellular,bank-additional,,wed,unknown,43,university.degree,1.4,4.967,yes,admin.,yes,single,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,very_short
32,,1,-36.1,93.444,cellular,bank-additional,,wed,unknown,174,university.degree,1.4,4.967,no,admin.,no,single,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
44,,2,-36.1,93.444,cellular,bank-additional,,wed,no,140,unknown,1.4,4.967,yes,blue-collar,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
47,,2,-36.1,93.444,cellular,bank-additional,,wed,unknown,277,high.school,1.4,4.967,yes,services,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,medium
38,,1,-36.1,93.444,cellular,bank-additional,,wed,no,898,university.degree,1.4,4.967,no,admin.,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,long
51,,1,-36.1,93.444,cellular,bank-additional,,wed,unknown,637,high.school,1.4,4.967,unknown,technician,unknown,married,aug,5228.1,999,nonexistent,0,yes,first_contact,no_previous_contact,middle_aged,1,long
46,,1,-36.1,93.444,cellular,bank-additional,,wed,no,251,high.school,1.4,4.967,unknown,admin.,unknown,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,medium
31,,1,-36.1,93.444,cellular,bank-additional,,wed,no,71,high.school,1.4,4.967,no,technician,no,single,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
53,,1,-36.1,93.444,cellular,bank-additional,,wed,no,115,university.degree,1.4,4.967,yes,management,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
32,,1,-36.1,93.444,cellular,bank-additional,,wed,no,142,university.degree,1.4,4.967,no,admin.,no,single,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
39,,1,-36.1,93.444,cellular,bank-additional,,wed,no,224,university.degree,1.4,4.967,yes,technician,no,single,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,medium
39,,1,-36.1,93.444,cellular,bank-additional,,wed,no,254,university.degree,1.4,4.967,no,technician,no,single,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,medium
45,,1,-36.1,93.444,cellular,bank-additional,,wed,unknown,128,professional.course,1.4,4.967,no,technician,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
46,,1,-36.1,93.444,cellular,bank-additional,,wed,unknown,189,basic.9y,1.4,4.967,no,blue-collar,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,medium
31,,1,-36.1,93.444,cellular,bank-additional,,wed,no,90,professional.course,1.4,4.967,yes,admin.,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
45,,1,-36.1,93.444,cellular,bank-additional,,wed,unknown,134,basic.6y,1.4,4.967,yes,blue-collar,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
48,,1,-36.1,93.444,cellular,bank-additional,,wed,unknown,190,high.school,1.4,4.967,yes,services,yes,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,medium
45,,1,-36.1,93.444,cellular,bank-additional,,wed,unknown,165,basic.6y,1.4,4.967,yes,blue-collar,yes,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
30,,1,-36.1,93.444,cellular,bank-additional,,wed,no,89,university.degree,1.4,4.967,yes,admin.,no,single,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,short
49,,1,-36.1,93.444,cellular,bank-additional,,wed,unknown,311,basic.4y,1.4,4.967,yes,housemaid,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,long
42,,1,-36.1,93.444,cellular,bank-additional,,wed,no,81,university.degree,1.4,4.967,yes,admin.,no,divorced,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,short
49,,1,-36.1,93.444,cellular,bank-additional,,wed,unknown,501,basic.4y,1.4,4.967,yes,housemaid,no,married,aug,5228.1,999,nonexistent,0,yes,first_contact,no_previous_contact,middle_aged,1,long
52,,2,-36.1,93.444,cellular,bank-additional,,wed,no,165,high.school,1.4,4.967,yes,technician,yes,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,middle_aged,1,short
44,,1,-36.1,93.444,cellular,bank-additional,,wed,unknown,209,high.school,1.4,4.967,yes,unemployed,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,middle_aged,1,medium
39,,1,-36.1,93.444,cellular,bank-additional,,wed,no,50,university.degree,1.4,4.967,no,technician,no,single,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,very_short
56,,3,-36.1,93.444,cellular,bank-additional,,wed,no,58,basic.9y,1.4,4.967,yes,blue-collar,no,married,aug,5228.1,999,nonexistent,0,no,low,no_previous_contact,pre_retirement,1,very_short
30,,1,-36.1,93.444,cellular,bank-additional,,wed,no,182,university.degree,1.4,4.967,yes,admin.,no,single,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,medium
32,,1,-36.1,93.444,cellular,bank-additional,,wed,no,499,professional.course,1.4,4.967,yes,technician,no,single,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,long
32,,1,-36.1,93.444,cellular,bank-additional,,wed,no,720,professional.course,1.4,4.967,no,technician,no,single,aug,5228.1,999,nonexistent,0,yes,first_contact,no_previous_contact,adult,1,long
34,,1,-36.1,93.444,cellular,bank-additional,,wed,no,224,university.degree,1.4,4.967,no,admin.,no,married,aug,5228.1,999,nonexistent,0,no,first_contact,no_previous_contact,adult,1,medium
